연번,군구명,병원종별,의료기관명,소재지,연락처,병실수,병상수,진료과목,비고
2052,남동구,한방병원,새론한방병원,"인천광역시 남동구 논고개로 101, 아름다운타워 4층 401,402호 (논현동)",032-423-3650,15,37,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과 가정의학과 재활의학과 영상의학과 피부과 이비인후과 안과 소아청소년과 마취통증의학과 정형외과 정신건강의학과 신경과 내과,
2053,남동구,요양병원(일반요양병원),새인천요양병원,"인천광역시 남동구 논고개로123번길 17, 11층, 12층 (논현동)",032-719-7874,41,206,침구과 가정의학과 재활의학과 산부인과 외과,
2054,남동구,정신병원,새희망병원,"인천광역시 남동구 남동대로922번길 54, 새희망병원 (간석동)",032-431-2555,45,222,가정의학과 소아청소년과 정신건강의학과 내과,
2055,남동구,병원,서울바른척도병원,"인천광역시 남동구 구월로 233, 1층일부,2~5층 전체호 (구월동)",1522-9988,12,55,가정의학과 재활의학과 영상의학과 소아청소년과 마취통증의학과 신경외과 정형외과 내과,
2056,남동구,치과병원,서울센트리얼치과병원,"인천광역시 남동구 서창남순환로 222, 센타프라자 304,402호 (서창동)",032-469-2879,0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과,
2057,남동구,병원,서울이룸병원,"인천광역시 남동구 구월로 241, 1~5층 전체호 (구월동, 이룸메디컬)",032-469-4394,20,68,내과 정형외과 소아청소년과,
2058,남동구,한방병원,세찬한방병원,"인천광역시 남동구 석정로 516, M타워 1층 ~ 4층 (간석동)",032-716-6660,17,60,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과 정형외과,
2059,남동구,요양병원(일반요양병원),스마일요양병원,"인천광역시 남동구 논현로26번길 6, 에이스프라자 2, 4~9층 (논현동)",032-431-8899,36,198,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과 가정의학과 비뇨의학과 피부과 이비인후과 신경외과 정형외과 외과 정신건강의학과 신경과 내과,
2060,남동구,병원,연세와병원,"인천광역시 남동구 정각로 2, 인천연세와병원 본관 지1층, 2~8층, 별관 1~4층, 옥탑 1~2층 (구월동)",1599-1955,25,79,내과 정형외과 신경외과 마취통증의학과 영상의학과,
2061,남동구,정신병원,예인병원,"인천광역시 남동구 논고개로 71, 가산타워 7~10층 1001,1002호 (논현동)",032-426-1800,32,168,가정의학과 정신건강의학과 신경과 내과,
2062,남동구,병원,올림피아병원,"인천광역시 남동구 호구포로 836, 구월프라자 1~3,5,6일부층 (구월동)",032-461-2300,38,164,내과 마취통증의학과 소아청소년과 피부과 재활의학과 가정의학과 직업환경의학과 한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방재활의학과 침구과,
2063,남동구,종합병원,의료법인 길의료재단 길병원,"인천광역시 남동구 남동대로774번길 21 (구월동, 가천대학교길병원)",032-460-3548,349,1367,치과보존과 치주과 치과교정과 치과보철과 구강악안면외과 응급의학과 직업환경의학과 핵의학과 가정의학과 재활의학과 진단검사의학과 병리과 방사선종양학과 영상의학과 비뇨의학과 피부과 이비인후과 안과 소아청소년과 산부인과 마취통증의학과 성형외과 심장혈관흉부외과 신경외과 정형외과 외과 정신건강의학과 신경과 내과,
2064,남동구,요양병원(일반요양병원),의료법인 정강의료재단 위드미요양병원,"인천광역시 남동구 논고개로123번길 35, 칼리오페 216호,10,11층 (논현동)",032-438-5800,61,299,내과 신경과 외과 정형외과 신경외과 피부과 재활의학과 가정의학과 한방내과 침구과,
2065,남동구,정신병원,의료법인 정진의료재단 영화병원,"인천광역시 남동구 소래역로 42, 소래타워 302호, 6~10층 (논현동)",032-442-2020,34,171,소아청소년과 정신건강의학과 내과,
2066,남동구,한방병원,의료법인예현의료재단 세종한방병원,"인천광역시 남동구 호구포로 872, 2층~5층 일부호 (구월동)",032-466-4977,13,33,한방내과 한방안·이비인후·피부과 사상체질과 침구과 한방신경정신과 한방부인과 한방소아과 한방재활의학과 가정의학과 정형외과 신경외과 재활의학과 마취통증의학과 내과 안과 이비인후과 소아청소년과 피부과 비뇨의학과,
2067,남동구,요양병원(일반요양병원),이편안인천요양병원,"인천광역시 남동구 앵고개로948번길 4, 서울프라자 2~6층 (논현동)",032-868-9988,35,212,한방내과 비뇨의학과 소아청소년과 신경외과 외과 내과,
2068,남동구,한방병원,인주한방병원,"인천광역시 남동구 인주대로 670, 인향콤비타워 5층,101일부,104,601,602호 (구월동)",1833-7887,21,74,침구과 한방재활의학과 한방신경정신과 한방내과 가정의학과,
2069,남동구,한방병원,인천국제한방병원,"인천광역시 남동구 석촌로 21, 인천국제한방병원 (간석동)",032-428-7582,42,98,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과 가정의학과 정형외과,
2070,남동구,한방병원,인천더하다한방병원,"인천광역시 남동구 서창방산로 55, 서창비젼프라자 4층 (서창동)",032-465-7510,15,50,가정의학과 한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,
2071,남동구,요양병원(일반요양병원),인천수요양병원,"인천광역시 남동구 호구포로 214, 대진메디컬프라자 7~10층 (논현동)",032-437-5002,17,97,침구과 한방내과 가정의학과 비뇨의학과 피부과 이비인후과 소아청소년과 신경과 내과,
2072,남동구,한방병원,인천수한방병원,"인천광역시 남동구 소래역로 50, 토성프라자 5층 501,502호 (논현동)",032-422-7582,12,46,침구과 한방재활의학과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과 가정의학과 재활의학과 비뇨의학과 피부과 이비인후과 소아청소년과 신경과 내과,
2073,남동구,한방병원,인천자생한방병원,"인천광역시 남동구 예술로 126, 4층, 5층일부층 501,502호 (구월동)",032-230-1003,24,90,침구과 한방재활의학과 한방신경정신과 한방내과 영상의학과 내과,
2074,남동구,정신병원,인천정병원,"인천광역시 남동구 남동대로 931, 3~6층 (간석동)",032-424-7555,38,161,정신건강의학과 내과,
2075,남동구,종합병원,인천힘찬종합병원,"인천광역시 남동구 논현로 72, 인천힘찬종합병원 (논현동)",1899-2220,74,243,예방치과 응급의학과 직업환경의학과 가정의학과 재활의학과 진단검사의학과 영상의학과 비뇨의학과 소아청소년과 산부인과 마취통증의학과 신경외과 정형외과 외과 신경과 내과,
2076,남동구,병원,전병원,"인천광역시 남동구 인주대로 845, 847, 하촌로 4-20동 (만수동, 신성빌딩)","032-467-6666,464-6181",38,136,내과 외과 소아청소년과 신경외과 정형외과 재활의학과 피부과 비뇨의학과 영상의학과 병리과 마취통증의학과,
2077,남동구,요양병원(일반요양병원),행복마을요양병원,"인천광역시 남동구 백범로 398, 새마을금고중앙회 (간석동)",032-441-3338,37,200,한방내과 가정의학과 산부인과 심장혈관흉부외과 신경외과 정형외과 외과 신경과 내과,
2078,남동구,요양병원(일반요양병원),효민요양병원,"인천광역시 남동구 서창남순환로216번길 46, MS프라자, 3층일부, 4~6층, 7층일부 (서창동)",032-461-7577,31,147,침구과 한방재활의학과 한방내과 가정의학과 재활의학과 정형외과 신경과 내과,
2079,부평구,종합병원,근로복지공단인천병원,인천광역시 부평구 무네미로 446 (구산동),032-500-0114,80,292,치과보철과 응급의학과 직업환경의학과 가정의학과 재활의학과 진단검사의학과 영상의학과 비뇨의학과 이비인후과 소아청소년과 산부인과 마취통증의학과 신경외과 정형외과 외과 신경과 내과,
2080,부평구,종합병원,안은의료재단 부평세림병원,"인천광역시 부평구 부평대로 175 (청천동, 세림병원)",032-509-5555,58,254,예방치과 예방의학과 응급의학과 직업환경의학과 가정의학과 진단검사의학과 병리과 영상의학과 비뇨의학과 소아청소년과 산부인과 마취통증의학과 신경외과 정형외과 외과 정신건강의학과 신경과 내과,
2081,부평구,종합병원,가톨릭대학교 인천성모병원,인천광역시 부평구 동수로 56 (부평동),032-280-6364,179,802,내과 소아청소년과 외과 정형외과 신경외과 정신건강의학과 피부과 안과 이비인후과 비뇨의학과 치과 산부인과 마취통증의학과 영상의학과 신경과 진단검사의학과 병리과 성형외과 재활의학과 응급의학과 방사선종양학과 심장혈관흉부외과 가정의학과 핵의학과,
2082,부평구,병원,연세백퍼센트병원,"인천광역시 부평구 부평문화로 87, 7~9층 10층 일부(1001~1005, 1007~1008)호 (부평동)",1533-1017,20,66,이비인후과 가정의학과 영상의학과 외과 정형외과 신경외과 소아청소년과 내과 재활의학과 진단검사의학과 마취통증의학과,
2083,부평구,병원,다인이비인후과병원,"인천광역시 부평구 경원대로 1242, 지하1(일부)층, 1(일부)층, 3층, 4(일부)층, 5층, 6층, 7(일부)층 우암빌딩 (산곡동)",032-515-2325,16,30,내과 이비인후과,
2084,부평구,병원,의료법인나누리의료재단나누리병원,인천광역시 부평구 장제로 156 (부평동),032-280-1109,36,161,예방의학과 응급의학과 직업환경의학과 핵의학과 가정의학과 결핵과 재활의학과 진단검사의학과 병리과 영상의학과 비뇨의학과 피부과 이비인후과 소아청소년과 산부인과 마취통증의학과 성형외과 심장혈관흉부외과 신경외과 정형외과 외과 정신건강의학과 신경과 내과,
2085,부평구,병원,의)상원의료재단부평힘찬병원,인천광역시 부평구 장제로 78 (부평동),032-363-9121,32,152,재활의학과 진단검사의학과 영상의학과 마취통증의학과 신경외과 정형외과 내과,
2086,부평구,병원,글로리병원,"인천광역시 부평구 길주로 655, 1층~11층 (삼산동, 글로리타워)",032-262-9000,89,382,내과 재활의학과 정신건강의학과 한방내과,
2087,부평구,병원,새봄여성병원,인천광역시 부평구 마장로 316 (산곡동),032-521-7200,30,38,산부인과 소아청소년과 피부과 마취통증의학과,
2088,부평구,병원,의료법인한길의료재단한길안과병원,"인천광역시 부평구 부평대로 35, 1층일부,2층~10층 (부평동, 정명빌딩)",032-503-3322,25,81,안과 마취통증의학과 내과,
2089,부평구,요양병원(일반요양병원),굿케어요양병원,"인천광역시 부평구 장제로 117, 1~8층 (부평동)",032-710-4358,35,164,한방내과 가정의학과 재활의학과 피부과 성형외과 신경외과 정형외과 외과 정신건강의학과 신경과 내과,
2090,부평구,요양병원(일반요양병원),백운요양병원,"인천광역시 부평구 마장로 68 (십정동, K빌딩, 지하1층,지상1층(일부),지상2~8층)",032-504-0109,35,180,침구과 한방내과 가정의학과 재활의학과 산부인과 신경외과 정형외과 외과 신경과 내과,
2091,부평구,요양병원(일반요양병원),새올요양병원,"인천광역시 부평구 마장로 246, 새올 요양병원 (산곡동)",032-507-3355,38,190,내과 신경과 정신건강의학과 소아청소년과 재활의학과 가정의학과 한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과 한방응급과,
